model,accuracy,precision,recall,f1,roc_auc,accuracy_std,precision_std,recall_std,f1_std,roc_auc_std
Logistic Regression,0.6118719878453339,0.35775290977425256,0.6944233576642336,0.47222120106214877,0.6884302229602874,0.0021094375363380395,0.001396100111643827,0.0022147481773445643,0.0010979109440852313,0.0025483485516993552
