threshold,positive_rate,negative_rate,minority_share
0.3,0.12683459581948686,0.8731654041805131,0.12683459581948686
0.25,0.2326030965466088,0.7673969034533912,0.2326030965466088
0.2415,0.25004234244231205,0.749957657557688,0.25004234244231205
