config_id,layers,dropout,learning_rate,accuracy,precision,recall,f1_score,roc_auc,epochs_ran
nn_128_64_32_do30_lr0005,"(128, 64, 32)",0.3,0.0005,0.7707694553949481,0.5824175824175825,0.294014598540146,0.39076445479239424,0.7425291583564315,17
nn_64_do20_lr001,"(64,)",0.2,0.001,0.7731785662140458,0.6018577834721333,0.2743065693430657,0.3768551945447252,0.7493819174492558,29
nn_256_128_do40_lr001,"(256, 128)",0.4,0.001,0.7703679369250985,0.608881963381379,0.22817518248175184,0.33195285122650525,0.7530554191733557,17
nn_128_64_do30_lr001,"(128, 64)",0.3,0.001,0.771353482260184,0.6161776367961935,0.22686131386861313,0.33162612035851474,0.7447646832707948,16
